MATCH: phishing_mails/0 -> similarity=1432.00, yara_score=0.00, total=1432.00
MATCH: phishing_mails/348 -> similarity=1287.00, yara_score=0.00, total=1287.00
MATCH: phishing_mails/349 -> similarity=711.00, yara_score=0.00, total=711.00
MATCH: phishing_mails/350 -> similarity=1645.00, yara_score=0.00, total=1645.00
MATCH: phishing_mails/351 -> similarity=1337.00, yara_score=0.00, total=1337.00
MATCH: phishing_mails/352 -> similarity=2059.00, yara_score=0.00, total=2059.00
NO MATCH: phishing_mails/353 -> similarity=275.00, yara_score=0.00, total=275.00
MATCH: phishing_mails/354 -> similarity=1680.00, yara_score=0.00, total=1680.00
MATCH: phishing_mails/355 -> similarity=658.00, yara_score=0.00, total=658.00
NO MATCH: phishing_mails/356 -> similarity=446.00, yara_score=0.00, total=446.00
NO MATCH: phishing_mails/357 -> similarity=404.00, yara_score=0.00, total=404.00
MATCH: phishing_mails/358 -> similarity=1284.00, yara_score=0.00, total=1284.00
MATCH: phishing_mails/359 -> similarity=746.00, yara_score=0.00, total=746.00
MATCH: phishing_mails/360 -> similarity=512.00, yara_score=0.00, total=512.00
MATCH: phishing_mails/361 -> similarity=1182.00, yara_score=0.00, total=1182.00
NO MATCH: phishing_mails/362 -> similarity=374.00, yara_score=0.00, total=374.00
MATCH: phishing_mails/363 -> similarity=855.00, yara_score=0.00, total=855.00
MATCH: phishing_mails/364 -> similarity=2348.00, yara_score=0.00, total=2348.00
MATCH: phishing_mails/365 -> similarity=1694.00, yara_score=0.00, total=1694.00
MATCH: phishing_mails/366 -> similarity=788.00, yara_score=0.00, total=788.00
NO MATCH: phishing_mails/367 -> similarity=405.00, yara_score=0.00, total=405.00
NO MATCH: phishing_mails/368 -> similarity=406.00, yara_score=0.00, total=406.00
MATCH: phishing_mails/369 -> similarity=1128.00, yara_score=0.00, total=1128.00
MATCH: phishing_mails/370 -> similarity=530.00, yara_score=0.00, total=530.00
MATCH: phishing_mails/371 -> similarity=1067.00, yara_score=0.00, total=1067.00
MATCH: phishing_mails/372 -> similarity=905.00, yara_score=0.00, total=905.00
MATCH: phishing_mails/373 -> similarity=1039.00, yara_score=0.00, total=1039.00
MATCH: phishing_mails/374 -> similarity=6473.00, yara_score=0.00, total=6473.00
MATCH: phishing_mails/375 -> similarity=708.00, yara_score=0.00, total=708.00
MATCH: phishing_mails/376 -> similarity=704.00, yara_score=0.00, total=704.00
MATCH: phishing_mails/377 -> similarity=1303.00, yara_score=0.00, total=1303.00
NO MATCH: phishing_mails/378 -> similarity=356.00, yara_score=0.00, total=356.00
NO MATCH: phishing_mails/379 -> similarity=372.00, yara_score=0.00, total=372.00
MATCH: phishing_mails/380 -> similarity=836.00, yara_score=0.00, total=836.00
MATCH: phishing_mails/381 -> similarity=732.00, yara_score=0.00, total=732.00
NO MATCH: phishing_mails/382 -> similarity=461.00, yara_score=0.00, total=461.00
MATCH: phishing_mails/383 -> similarity=793.00, yara_score=0.00, total=793.00
MATCH: phishing_mails/384 -> similarity=624.00, yara_score=0.00, total=624.00
MATCH: phishing_mails/385 -> similarity=653.00, yara_score=0.00, total=653.00
MATCH: phishing_mails/386 -> similarity=683.00, yara_score=0.00, total=683.00
MATCH: phishing_mails/387 -> similarity=1335.00, yara_score=0.00, total=1335.00
MATCH: phishing_mails/388 -> similarity=928.00, yara_score=0.00, total=928.00
MATCH: phishing_mails/389 -> similarity=679.00, yara_score=0.00, total=679.00
NO MATCH: phishing_mails/390 -> similarity=451.00, yara_score=0.00, total=451.00
NO MATCH: phishing_mails/391 -> similarity=370.00, yara_score=0.00, total=370.00
MATCH: phishing_mails/392 -> similarity=535.00, yara_score=0.00, total=535.00
NO MATCH: phishing_mails/393 -> similarity=350.00, yara_score=0.00, total=350.00
NO MATCH: phishing_mails/394 -> similarity=383.00, yara_score=0.00, total=383.00
MATCH: phishing_mails/395 -> similarity=1072.00, yara_score=0.00, total=1072.00
NO MATCH: phishing_mails/396 -> similarity=438.00, yara_score=0.00, total=438.00
MATCH: phishing_mails/397 -> similarity=727.00, yara_score=0.00, total=727.00
NO MATCH: phishing_mails/398 -> similarity=406.00, yara_score=0.00, total=406.00
MATCH: phishing_mails/399 -> similarity=2794.00, yara_score=0.00, total=2794.00
MATCH: phishing_mails/400 -> similarity=656.00, yara_score=0.00, total=656.00
MATCH: phishing_mails/401 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: phishing_mails/402 -> similarity=480.00, yara_score=0.00, total=480.00
MATCH: phishing_mails/403 -> similarity=1252.00, yara_score=0.00, total=1252.00
MATCH: phishing_mails/404 -> similarity=582.00, yara_score=0.00, total=582.00
MATCH: phishing_mails/405 -> similarity=2850.00, yara_score=0.00, total=2850.00
MATCH: phishing_mails/406 -> similarity=699.00, yara_score=0.00, total=699.00
MATCH: phishing_mails/407 -> similarity=614.00, yara_score=0.00, total=614.00
MATCH: phishing_mails/408 -> similarity=1280.00, yara_score=0.00, total=1280.00
MATCH: phishing_mails/409 -> similarity=816.00, yara_score=0.00, total=816.00
NO MATCH: phishing_mails/410 -> similarity=441.00, yara_score=0.00, total=441.00
MATCH: phishing_mails/411 -> similarity=628.00, yara_score=0.00, total=628.00
MATCH: phishing_mails/412 -> similarity=1725.00, yara_score=0.00, total=1725.00
NO MATCH: phishing_mails/413 -> similarity=410.00, yara_score=0.00, total=410.00
NO MATCH: phishing_mails/414 -> similarity=398.00, yara_score=0.00, total=398.00
MATCH: phishing_mails/415 -> similarity=538.00, yara_score=0.00, total=538.00
MATCH: phishing_mails/416 -> similarity=1089.00, yara_score=0.00, total=1089.00
MATCH: phishing_mails/417 -> similarity=887.00, yara_score=0.00, total=887.00
MATCH: phishing_mails/418 -> similarity=948.00, yara_score=0.00, total=948.00
MATCH: phishing_mails/419 -> similarity=2851.00, yara_score=0.00, total=2851.00
MATCH: phishing_mails/420 -> similarity=636.00, yara_score=0.00, total=636.00
MATCH: phishing_mails/421 -> similarity=3155.00, yara_score=0.00, total=3155.00
MATCH: phishing_mails/422 -> similarity=517.00, yara_score=0.00, total=517.00
NO MATCH: phishing_mails/423 -> similarity=465.00, yara_score=0.00, total=465.00
MATCH: phishing_mails/424 -> similarity=9373.00, yara_score=0.00, total=9373.00
MATCH: phishing_mails/425 -> similarity=631.00, yara_score=0.00, total=631.00
MATCH: phishing_mails/426 -> similarity=590.00, yara_score=0.00, total=590.00
MATCH: phishing_mails/427 -> similarity=1252.00, yara_score=0.00, total=1252.00
MATCH: phishing_mails/428 -> similarity=495.00, yara_score=0.00, total=495.00
NO MATCH: phishing_mails/429 -> similarity=436.00, yara_score=0.00, total=436.00
MATCH: phishing_mails/430 -> similarity=625.00, yara_score=0.00, total=625.00
MATCH: phishing_mails/431 -> similarity=3031.00, yara_score=0.00, total=3031.00
NO MATCH: phishing_mails/432 -> similarity=411.00, yara_score=0.00, total=411.00
NO MATCH: phishing_mails/433 -> similarity=380.00, yara_score=0.00, total=380.00
MATCH: phishing_mails/434 -> similarity=517.00, yara_score=0.00, total=517.00
MATCH: phishing_mails/435 -> similarity=1225.00, yara_score=0.00, total=1225.00
MATCH: phishing_mails/436 -> similarity=1875.00, yara_score=0.00, total=1875.00
MATCH: phishing_mails/437 -> similarity=1085.00, yara_score=0.00, total=1085.00
MATCH: phishing_mails/438 -> similarity=916.00, yara_score=0.00, total=916.00
MATCH: phishing_mails/439 -> similarity=560.00, yara_score=0.00, total=560.00
NO MATCH: phishing_mails/440 -> similarity=313.00, yara_score=0.00, total=313.00
MATCH: phishing_mails/441 -> similarity=509.00, yara_score=0.00, total=509.00
MATCH: phishing_mails/442 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/443 -> similarity=1423.00, yara_score=0.00, total=1423.00
MATCH: phishing_mails/444 -> similarity=813.00, yara_score=0.00, total=813.00
MATCH: phishing_mails/445 -> similarity=1486.00, yara_score=0.00, total=1486.00
MATCH: phishing_mails/446 -> similarity=842.00, yara_score=0.00, total=842.00
NO MATCH: phishing_mails/447 -> similarity=254.00, yara_score=0.00, total=254.00
MATCH: phishing_mails/448 -> similarity=528.00, yara_score=0.00, total=528.00
NO MATCH: phishing_mails/449 -> similarity=341.00, yara_score=0.00, total=341.00
NO MATCH: phishing_mails/450 -> similarity=422.00, yara_score=0.00, total=422.00
MATCH: phishing_mails/451 -> similarity=1004.00, yara_score=0.00, total=1004.00
MATCH: phishing_mails/452 -> similarity=810.00, yara_score=0.00, total=810.00
NO MATCH: phishing_mails/453 -> similarity=403.00, yara_score=0.00, total=403.00
MATCH: phishing_mails/454 -> similarity=1002.00, yara_score=0.00, total=1002.00
MATCH: phishing_mails/455 -> similarity=644.00, yara_score=0.00, total=644.00
MATCH: phishing_mails/456 -> similarity=545.00, yara_score=0.00, total=545.00
MATCH: phishing_mails/457 -> similarity=771.00, yara_score=0.00, total=771.00
MATCH: phishing_mails/458 -> similarity=1971.00, yara_score=0.00, total=1971.00
MATCH: phishing_mails/459 -> similarity=769.00, yara_score=0.00, total=769.00
MATCH: phishing_mails/460 -> similarity=713.00, yara_score=0.00, total=713.00
MATCH: phishing_mails/461 -> similarity=1745.00, yara_score=0.00, total=1745.00
NO MATCH: phishing_mails/462 -> similarity=407.00, yara_score=0.00, total=407.00
MATCH: phishing_mails/463 -> similarity=1503.00, yara_score=0.00, total=1503.00
MATCH: phishing_mails/464 -> similarity=501.00, yara_score=0.00, total=501.00
MATCH: phishing_mails/465 -> similarity=560.00, yara_score=0.00, total=560.00
MATCH: phishing_mails/466 -> similarity=522.00, yara_score=0.00, total=522.00
MATCH: phishing_mails/467 -> similarity=1696.00, yara_score=0.00, total=1696.00
MATCH: phishing_mails/468 -> similarity=905.00, yara_score=0.00, total=905.00
MATCH: phishing_mails/469 -> similarity=715.00, yara_score=0.00, total=715.00
MATCH: phishing_mails/470 -> similarity=978.00, yara_score=0.00, total=978.00
MATCH: phishing_mails/471 -> similarity=4037.00, yara_score=0.00, total=4037.00
MATCH: phishing_mails/472 -> similarity=1670.00, yara_score=0.00, total=1670.00
MATCH: phishing_mails/473 -> similarity=769.00, yara_score=0.00, total=769.00
MATCH: phishing_mails/474 -> similarity=4227.00, yara_score=0.00, total=4227.00
MATCH: phishing_mails/475 -> similarity=728.00, yara_score=0.00, total=728.00
MATCH: phishing_mails/476 -> similarity=1470.00, yara_score=0.00, total=1470.00
NO MATCH: phishing_mails/477 -> similarity=299.00, yara_score=0.00, total=299.00
MATCH: phishing_mails/478 -> similarity=689.00, yara_score=0.00, total=689.00
MATCH: phishing_mails/479 -> similarity=1514.00, yara_score=0.00, total=1514.00
NO MATCH: phishing_mails/480 -> similarity=300.00, yara_score=0.00, total=300.00
MATCH: phishing_mails/481 -> similarity=666.00, yara_score=0.00, total=666.00
MATCH: phishing_mails/482 -> similarity=1135.00, yara_score=0.00, total=1135.00
MATCH: phishing_mails/483 -> similarity=821.00, yara_score=0.00, total=821.00
MATCH: phishing_mails/484 -> similarity=1722.00, yara_score=0.00, total=1722.00
MATCH: phishing_mails/485 -> similarity=588.00, yara_score=0.00, total=588.00
MATCH: phishing_mails/486 -> similarity=49753.01, yara_score=0.00, total=49753.01
MATCH: phishing_mails/487 -> similarity=609.00, yara_score=0.00, total=609.00
MATCH: phishing_mails/488 -> similarity=755.00, yara_score=0.00, total=755.00
MATCH: phishing_mails/489 -> similarity=986.00, yara_score=0.00, total=986.00
MATCH: phishing_mails/490 -> similarity=842.00, yara_score=0.00, total=842.00
MATCH: phishing_mails/491 -> similarity=1381.00, yara_score=0.00, total=1381.00
MATCH: phishing_mails/492 -> similarity=1667.00, yara_score=0.00, total=1667.00
MATCH: phishing_mails/493 -> similarity=912.00, yara_score=0.00, total=912.00
MATCH: phishing_mails/494 -> similarity=485.00, yara_score=0.00, total=485.00
MATCH: phishing_mails/495 -> similarity=484.00, yara_score=0.00, total=484.00
MATCH: phishing_mails/496 -> similarity=1264.00, yara_score=0.00, total=1264.00
MATCH: phishing_mails/497 -> similarity=1247.00, yara_score=0.00, total=1247.00
MATCH: phishing_mails/498 -> similarity=473.00, yara_score=0.00, total=473.00
MATCH: phishing_mails/499 -> similarity=1350.00, yara_score=0.00, total=1350.00
NO MATCH: phishing_mails/500 -> similarity=307.00, yara_score=0.00, total=307.00
MATCH: phishing_mails/501 -> similarity=811.00, yara_score=0.00, total=811.00
MATCH: phishing_mails/502 -> similarity=582.00, yara_score=0.00, total=582.00
MATCH: phishing_mails/503 -> similarity=2763.00, yara_score=0.00, total=2763.00
MATCH: phishing_mails/504 -> similarity=1362.00, yara_score=0.00, total=1362.00
NO MATCH: phishing_mails/505 -> similarity=406.00, yara_score=0.00, total=406.00
NO MATCH: phishing_mails/506 -> similarity=208.00, yara_score=0.00, total=208.00
MATCH: phishing_mails/507 -> similarity=647.00, yara_score=0.00, total=647.00
MATCH: phishing_mails/508 -> similarity=572.00, yara_score=0.00, total=572.00
MATCH: phishing_mails/509 -> similarity=1285.00, yara_score=0.00, total=1285.00
MATCH: phishing_mails/510 -> similarity=1334.00, yara_score=0.00, total=1334.00
MATCH: phishing_mails/511 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/512 -> similarity=626.00, yara_score=0.00, total=626.00
NO MATCH: phishing_mails/513 -> similarity=366.00, yara_score=0.00, total=366.00
MATCH: phishing_mails/514 -> similarity=788.00, yara_score=0.00, total=788.00
MATCH: phishing_mails/515 -> similarity=834.00, yara_score=0.00, total=834.00
MATCH: phishing_mails/516 -> similarity=1089.00, yara_score=0.00, total=1089.00
NO MATCH: phishing_mails/517 -> similarity=383.00, yara_score=0.00, total=383.00
MATCH: phishing_mails/518 -> similarity=1544.00, yara_score=0.00, total=1544.00
MATCH: phishing_mails/519 -> similarity=902.00, yara_score=0.00, total=902.00
NO MATCH: phishing_mails/520 -> similarity=285.00, yara_score=0.00, total=285.00
MATCH: phishing_mails/521 -> similarity=1218.00, yara_score=0.00, total=1218.00
MATCH: phishing_mails/522 -> similarity=741.00, yara_score=0.00, total=741.00
MATCH: phishing_mails/523 -> similarity=564.00, yara_score=0.00, total=564.00
MATCH: phishing_mails/524 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: phishing_mails/525 -> similarity=748.00, yara_score=0.00, total=748.00
MATCH: phishing_mails/526 -> similarity=1177.00, yara_score=0.00, total=1177.00
MATCH: phishing_mails/527 -> similarity=772.00, yara_score=0.00, total=772.00
NO MATCH: phishing_mails/528 -> similarity=347.00, yara_score=0.00, total=347.00
MATCH: phishing_mails/529 -> similarity=759.00, yara_score=0.00, total=759.00
MATCH: phishing_mails/530 -> similarity=1484.00, yara_score=0.00, total=1484.00
MATCH: phishing_mails/531 -> similarity=1653.00, yara_score=0.00, total=1653.00
MATCH: phishing_mails/532 -> similarity=3234.00, yara_score=0.00, total=3234.00
MATCH: phishing_mails/533 -> similarity=1188.00, yara_score=0.00, total=1188.00
MATCH: phishing_mails/534 -> similarity=708.00, yara_score=0.00, total=708.00
NO MATCH: phishing_mails/535 -> similarity=336.00, yara_score=0.00, total=336.00
MATCH: phishing_mails/536 -> similarity=952.00, yara_score=0.00, total=952.00
MATCH: phishing_mails/537 -> similarity=524.00, yara_score=0.00, total=524.00
MATCH: phishing_mails/538 -> similarity=841.00, yara_score=0.00, total=841.00
MATCH: phishing_mails/539 -> similarity=1343.00, yara_score=0.00, total=1343.00
MATCH: phishing_mails/540 -> similarity=666.00, yara_score=0.00, total=666.00
MATCH: phishing_mails/541 -> similarity=690.00, yara_score=0.00, total=690.00
MATCH: phishing_mails/542 -> similarity=834.00, yara_score=0.00, total=834.00
MATCH: phishing_mails/543 -> similarity=911.00, yara_score=0.00, total=911.00
NO MATCH: phishing_mails/544 -> similarity=216.00, yara_score=0.00, total=216.00
MATCH: phishing_mails/545 -> similarity=3389.00, yara_score=0.00, total=3389.00
MATCH: phishing_mails/546 -> similarity=886.00, yara_score=0.00, total=886.00
NO MATCH: phishing_mails/547 -> similarity=392.00, yara_score=0.00, total=392.00
MATCH: phishing_mails/548 -> similarity=1294.00, yara_score=0.00, total=1294.00
MATCH: phishing_mails/549 -> similarity=846.00, yara_score=0.00, total=846.00
MATCH: phishing_mails/550 -> similarity=1717.00, yara_score=0.00, total=1717.00
MATCH: phishing_mails/551 -> similarity=516.00, yara_score=0.00, total=516.00
MATCH: phishing_mails/552 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/553 -> similarity=518.00, yara_score=0.00, total=518.00
MATCH: phishing_mails/554 -> similarity=1525.00, yara_score=0.00, total=1525.00
MATCH: phishing_mails/555 -> similarity=3413.00, yara_score=0.00, total=3413.00
MATCH: phishing_mails/556 -> similarity=583.00, yara_score=0.00, total=583.00
MATCH: phishing_mails/557 -> similarity=1690.00, yara_score=0.00, total=1690.00
MATCH: phishing_mails/558 -> similarity=707.00, yara_score=0.00, total=707.00
MATCH: phishing_mails/559 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: phishing_mails/560 -> similarity=1669.00, yara_score=0.00, total=1669.00
MATCH: phishing_mails/561 -> similarity=1291.00, yara_score=0.00, total=1291.00
NO MATCH: phishing_mails/562 -> similarity=293.00, yara_score=0.00, total=293.00
NO MATCH: phishing_mails/563 -> similarity=418.00, yara_score=0.00, total=418.00
MATCH: phishing_mails/564 -> similarity=661.00, yara_score=0.00, total=661.00
MATCH: phishing_mails/565 -> similarity=515.00, yara_score=0.00, total=515.00
MATCH: phishing_mails/566 -> similarity=517.00, yara_score=0.00, total=517.00
MATCH: phishing_mails/567 -> similarity=539.00, yara_score=0.00, total=539.00
NO MATCH: phishing_mails/568 -> similarity=381.00, yara_score=0.00, total=381.00
MATCH: phishing_mails/569 -> similarity=725.00, yara_score=0.00, total=725.00
NO MATCH: phishing_mails/570 -> similarity=282.00, yara_score=0.00, total=282.00
MATCH: phishing_mails/571 -> similarity=1075.00, yara_score=0.00, total=1075.00
MATCH: phishing_mails/572 -> similarity=931.00, yara_score=0.00, total=931.00
MATCH: phishing_mails/573 -> similarity=774.00, yara_score=0.00, total=774.00
MATCH: phishing_mails/574 -> similarity=1153.00, yara_score=0.00, total=1153.00
NO MATCH: phishing_mails/575 -> similarity=459.00, yara_score=0.00, total=459.00
MATCH: phishing_mails/576 -> similarity=1454.00, yara_score=0.00, total=1454.00
NO MATCH: phishing_mails/577 -> similarity=248.00, yara_score=0.00, total=248.00
MATCH: phishing_mails/578 -> similarity=699.00, yara_score=0.00, total=699.00
MATCH: phishing_mails/579 -> similarity=724.00, yara_score=0.00, total=724.00
MATCH: phishing_mails/580 -> similarity=1309.00, yara_score=0.00, total=1309.00
MATCH: phishing_mails/581 -> similarity=783.00, yara_score=0.00, total=783.00
NO MATCH: phishing_mails/582 -> similarity=358.00, yara_score=0.00, total=358.00
MATCH: phishing_mails/583 -> similarity=651.00, yara_score=0.00, total=651.00
MATCH: phishing_mails/584 -> similarity=584.00, yara_score=0.00, total=584.00
NO MATCH: phishing_mails/585 -> similarity=448.00, yara_score=0.00, total=448.00
MATCH: phishing_mails/586 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/587 -> similarity=826.00, yara_score=0.00, total=826.00
NO MATCH: phishing_mails/588 -> similarity=432.00, yara_score=0.00, total=432.00
MATCH: phishing_mails/589 -> similarity=524.00, yara_score=0.00, total=524.00
MATCH: phishing_mails/590 -> similarity=467.00, yara_score=0.00, total=467.00
MATCH: phishing_mails/591 -> similarity=585.00, yara_score=0.00, total=585.00
MATCH: phishing_mails/592 -> similarity=28918.00, yara_score=0.00, total=28918.00
NO MATCH: phishing_mails/593 -> similarity=192.00, yara_score=0.00, total=192.00
MATCH: phishing_mails/594 -> similarity=2437.00, yara_score=0.00, total=2437.00
MATCH: phishing_mails/595 -> similarity=1545.00, yara_score=0.00, total=1545.00
MATCH: phishing_mails/596 -> similarity=1270.00, yara_score=0.00, total=1270.00
NO MATCH: phishing_mails/597 -> similarity=409.00, yara_score=0.00, total=409.00
MATCH: phishing_mails/598 -> similarity=488.00, yara_score=0.00, total=488.00
MATCH: phishing_mails/599 -> similarity=483.00, yara_score=0.00, total=483.00
MATCH: phishing_mails/600 -> similarity=1011.00, yara_score=0.00, total=1011.00
MATCH: phishing_mails/601 -> similarity=1589.00, yara_score=0.00, total=1589.00
MATCH: phishing_mails/602 -> similarity=659.00, yara_score=0.00, total=659.00
MATCH: phishing_mails/603 -> similarity=2187.00, yara_score=0.00, total=2187.00
NO MATCH: phishing_mails/604 -> similarity=455.00, yara_score=0.00, total=455.00
MATCH: phishing_mails/605 -> similarity=596.00, yara_score=0.00, total=596.00
NO MATCH: phishing_mails/606 -> similarity=461.00, yara_score=0.00, total=461.00
MATCH: phishing_mails/607 -> similarity=1139.00, yara_score=0.00, total=1139.00
MATCH: phishing_mails/608 -> similarity=719.00, yara_score=0.00, total=719.00
MATCH: phishing_mails/609 -> similarity=4758.00, yara_score=0.00, total=4758.00
MATCH: phishing_mails/610 -> similarity=540.00, yara_score=0.00, total=540.00
MATCH: phishing_mails/611 -> similarity=827.00, yara_score=0.00, total=827.00
MATCH: phishing_mails/612 -> similarity=3378.00, yara_score=0.00, total=3378.00
MATCH: phishing_mails/613 -> similarity=556.00, yara_score=0.00, total=556.00
MATCH: phishing_mails/614 -> similarity=2463.00, yara_score=0.00, total=2463.00
MATCH: phishing_mails/615 -> similarity=1284.00, yara_score=0.00, total=1284.00
NO MATCH: phishing_mails/616 -> similarity=443.00, yara_score=0.00, total=443.00
NO MATCH: phishing_mails/617 -> similarity=424.00, yara_score=0.00, total=424.00
MATCH: phishing_mails/618 -> similarity=776.00, yara_score=0.00, total=776.00
MATCH: phishing_mails/619 -> similarity=3785.00, yara_score=0.00, total=3785.00
MATCH: phishing_mails/620 -> similarity=481.00, yara_score=0.00, total=481.00
MATCH: phishing_mails/621 -> similarity=73350.01, yara_score=0.00, total=73350.01
MATCH: phishing_mails/622 -> similarity=6998.00, yara_score=0.00, total=6998.00
NO MATCH: phishing_mails/623 -> similarity=403.00, yara_score=0.00, total=403.00
MATCH: phishing_mails/624 -> similarity=604.00, yara_score=0.00, total=604.00
MATCH: phishing_mails/625 -> similarity=1079.00, yara_score=0.00, total=1079.00
NO MATCH: phishing_mails/626 -> similarity=338.00, yara_score=0.00, total=338.00
MATCH: phishing_mails/627 -> similarity=5332.00, yara_score=0.00, total=5332.00
MATCH: phishing_mails/628 -> similarity=637.00, yara_score=0.00, total=637.00
MATCH: phishing_mails/629 -> similarity=832.00, yara_score=0.00, total=832.00
MATCH: phishing_mails/630 -> similarity=723.00, yara_score=0.00, total=723.00
MATCH: phishing_mails/631 -> similarity=649.00, yara_score=0.00, total=649.00
MATCH: phishing_mails/632 -> similarity=510.00, yara_score=0.00, total=510.00
MATCH: phishing_mails/633 -> similarity=552.00, yara_score=0.00, total=552.00
MATCH: phishing_mails/634 -> similarity=581.00, yara_score=0.00, total=581.00
MATCH: phishing_mails/635 -> similarity=629.00, yara_score=0.00, total=629.00
NO MATCH: phishing_mails/636 -> similarity=430.00, yara_score=0.00, total=430.00
MATCH: phishing_mails/637 -> similarity=654.00, yara_score=0.00, total=654.00
MATCH: phishing_mails/638 -> similarity=519.00, yara_score=0.00, total=519.00
MATCH: phishing_mails/639 -> similarity=742.00, yara_score=0.00, total=742.00
NO MATCH: phishing_mails/640 -> similarity=268.00, yara_score=0.00, total=268.00
MATCH: phishing_mails/641 -> similarity=1201.00, yara_score=0.00, total=1201.00
MATCH: phishing_mails/642 -> similarity=516.00, yara_score=0.00, total=516.00
MATCH: phishing_mails/643 -> similarity=156865.02, yara_score=0.00, total=156865.02
NO MATCH: phishing_mails/644 -> similarity=391.00, yara_score=0.00, total=391.00
MATCH: phishing_mails/645 -> similarity=562.00, yara_score=0.00, total=562.00
NO MATCH: phishing_mails/646 -> similarity=448.00, yara_score=0.00, total=448.00
MATCH: phishing_mails/647 -> similarity=2752.00, yara_score=0.00, total=2752.00
NO MATCH: phishing_mails/648 -> similarity=302.00, yara_score=0.00, total=302.00
MATCH: phishing_mails/649 -> similarity=2084.00, yara_score=0.00, total=2084.00
NO MATCH: phishing_mails/650 -> similarity=444.00, yara_score=0.00, total=444.00
MATCH: phishing_mails/651 -> similarity=1375.00, yara_score=0.00, total=1375.00
NO MATCH: phishing_mails/652 -> similarity=237.00, yara_score=0.00, total=237.00
MATCH: phishing_mails/653 -> similarity=477.00, yara_score=0.00, total=477.00
MATCH: phishing_mails/654 -> similarity=472.00, yara_score=0.00, total=472.00
MATCH: phishing_mails/655 -> similarity=978.00, yara_score=0.00, total=978.00
MATCH: phishing_mails/656 -> similarity=549.00, yara_score=0.00, total=549.00
MATCH: phishing_mails/657 -> similarity=786.00, yara_score=0.00, total=786.00
MATCH: phishing_mails/658 -> similarity=494.00, yara_score=0.00, total=494.00
MATCH: phishing_mails/659 -> similarity=495.00, yara_score=0.00, total=495.00
MATCH: phishing_mails/660 -> similarity=18025.00, yara_score=0.00, total=18025.00
MATCH: phishing_mails/661 -> similarity=579.00, yara_score=0.00, total=579.00
MATCH: phishing_mails/662 -> similarity=1007.00, yara_score=0.00, total=1007.00
MATCH: phishing_mails/663 -> similarity=802.00, yara_score=0.00, total=802.00
MATCH: phishing_mails/664 -> similarity=771.00, yara_score=0.00, total=771.00
NO MATCH: phishing_mails/665 -> similarity=423.00, yara_score=0.00, total=423.00
NO MATCH: phishing_mails/666 -> similarity=293.00, yara_score=0.00, total=293.00
MATCH: phishing_mails/667 -> similarity=1188.00, yara_score=0.00, total=1188.00
NO MATCH: phishing_mails/668 -> similarity=276.00, yara_score=0.00, total=276.00
MATCH: phishing_mails/669 -> similarity=3084.00, yara_score=0.00, total=3084.00
NO MATCH: phishing_mails/670 -> similarity=401.00, yara_score=0.00, total=401.00
MATCH: phishing_mails/671 -> similarity=559.00, yara_score=0.00, total=559.00
MATCH: phishing_mails/672 -> similarity=475.00, yara_score=0.00, total=475.00
MATCH: phishing_mails/673 -> similarity=613.00, yara_score=0.00, total=613.00
MATCH: phishing_mails/674 -> similarity=2964.00, yara_score=0.00, total=2964.00
MATCH: phishing_mails/675 -> similarity=819.00, yara_score=0.00, total=819.00
MATCH: phishing_mails/676 -> similarity=820.00, yara_score=0.00, total=820.00
NO MATCH: phishing_mails/677 -> similarity=331.00, yara_score=0.00, total=331.00
MATCH: phishing_mails/678 -> similarity=721.00, yara_score=0.00, total=721.00
MATCH: phishing_mails/679 -> similarity=593.00, yara_score=0.00, total=593.00
MATCH: phishing_mails/680 -> similarity=642.00, yara_score=0.00, total=642.00
MATCH: phishing_mails/681 -> similarity=818.00, yara_score=0.00, total=818.00
NO MATCH: phishing_mails/682 -> similarity=303.00, yara_score=0.00, total=303.00
MATCH: phishing_mails/683 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: phishing_mails/684 -> similarity=473.00, yara_score=0.00, total=473.00
MATCH: phishing_mails/685 -> similarity=518.00, yara_score=0.00, total=518.00
MATCH: phishing_mails/686 -> similarity=1675.00, yara_score=0.00, total=1675.00
NO MATCH: phishing_mails/687 -> similarity=283.00, yara_score=0.00, total=283.00
MATCH: phishing_mails/688 -> similarity=1404.00, yara_score=0.00, total=1404.00
MATCH: phishing_mails/689 -> similarity=1316.00, yara_score=0.00, total=1316.00
NO MATCH: phishing_mails/690 -> similarity=404.00, yara_score=0.00, total=404.00
MATCH: phishing_mails/691 -> similarity=528.00, yara_score=0.00, total=528.00
NO MATCH: phishing_mails/692 -> similarity=335.00, yara_score=0.00, total=335.00
NO MATCH: phishing_mails/693 -> similarity=400.00, yara_score=0.00, total=400.00
MATCH: phishing_mails/694 -> similarity=677.00, yara_score=0.00, total=677.00
NO MATCH: phishing_mails/695 -> similarity=321.00, yara_score=0.00, total=321.00
