MATCH: phishing_mails/0 -> similarity=791.00, yara_score=0.00, total=791.00
NO MATCH: phishing_mails/343 -> similarity=315.00, yara_score=0.00, total=315.00
MATCH: phishing_mails/344 -> similarity=1117.00, yara_score=0.00, total=1117.00
NO MATCH: phishing_mails/345 -> similarity=426.00, yara_score=0.00, total=426.00
MATCH: phishing_mails/346 -> similarity=975.00, yara_score=0.00, total=975.00
MATCH: phishing_mails/347 -> similarity=1725.00, yara_score=0.00, total=1725.00
NO MATCH: phishing_mails/348 -> similarity=703.00, yara_score=0.00, total=703.00
MATCH: phishing_mails/349 -> similarity=926.00, yara_score=0.00, total=926.00
NO MATCH: phishing_mails/350 -> similarity=468.00, yara_score=0.00, total=468.00
MATCH: phishing_mails/351 -> similarity=826.00, yara_score=0.00, total=826.00
NO MATCH: phishing_mails/352 -> similarity=664.00, yara_score=0.00, total=664.00
NO MATCH: phishing_mails/353 -> similarity=585.00, yara_score=0.00, total=585.00
MATCH: phishing_mails/354 -> similarity=1823.00, yara_score=0.00, total=1823.00
MATCH: phishing_mails/355 -> similarity=1576.00, yara_score=0.00, total=1576.00
MATCH: phishing_mails/356 -> similarity=1118.00, yara_score=0.00, total=1118.00
NO MATCH: phishing_mails/357 -> similarity=428.00, yara_score=0.00, total=428.00
MATCH: phishing_mails/358 -> similarity=994.00, yara_score=0.00, total=994.00
MATCH: phishing_mails/359 -> similarity=908.00, yara_score=0.00, total=908.00
MATCH: phishing_mails/360 -> similarity=1125.00, yara_score=0.00, total=1125.00
NO MATCH: phishing_mails/361 -> similarity=706.00, yara_score=0.00, total=706.00
MATCH: phishing_mails/362 -> similarity=774.00, yara_score=0.00, total=774.00
MATCH: phishing_mails/363 -> similarity=835.00, yara_score=0.00, total=835.00
NO MATCH: phishing_mails/364 -> similarity=431.00, yara_score=0.00, total=431.00
MATCH: phishing_mails/365 -> similarity=1006.00, yara_score=0.00, total=1006.00
MATCH: phishing_mails/366 -> similarity=898.00, yara_score=0.00, total=898.00
MATCH: phishing_mails/367 -> similarity=1620.00, yara_score=0.00, total=1620.00
NO MATCH: phishing_mails/368 -> similarity=348.00, yara_score=0.00, total=348.00
MATCH: phishing_mails/369 -> similarity=2411.00, yara_score=0.00, total=2411.00
MATCH: phishing_mails/370 -> similarity=4232.00, yara_score=0.00, total=4232.00
MATCH: phishing_mails/371 -> similarity=992.00, yara_score=0.00, total=992.00
NO MATCH: phishing_mails/372 -> similarity=709.00, yara_score=0.00, total=709.00
NO MATCH: phishing_mails/373 -> similarity=683.00, yara_score=0.00, total=683.00
NO MATCH: phishing_mails/374 -> similarity=599.00, yara_score=0.00, total=599.00
NO MATCH: phishing_mails/375 -> similarity=646.00, yara_score=0.00, total=646.00
MATCH: phishing_mails/376 -> similarity=831.00, yara_score=0.00, total=831.00
NO MATCH: phishing_mails/377 -> similarity=433.00, yara_score=0.00, total=433.00
MATCH: phishing_mails/378 -> similarity=1431.00, yara_score=0.00, total=1431.00
MATCH: phishing_mails/379 -> similarity=793.00, yara_score=0.00, total=793.00
NO MATCH: phishing_mails/380 -> similarity=623.00, yara_score=0.00, total=623.00
MATCH: phishing_mails/381 -> similarity=791.00, yara_score=0.00, total=791.00
NO MATCH: phishing_mails/382 -> similarity=612.00, yara_score=0.00, total=612.00
MATCH: phishing_mails/383 -> similarity=2912.00, yara_score=0.00, total=2912.00
NO MATCH: phishing_mails/384 -> similarity=432.00, yara_score=0.00, total=432.00
MATCH: phishing_mails/385 -> similarity=1185.00, yara_score=0.00, total=1185.00
NO MATCH: phishing_mails/386 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: phishing_mails/387 -> similarity=4869.00, yara_score=0.00, total=4869.00
MATCH: phishing_mails/388 -> similarity=1224.00, yara_score=0.00, total=1224.00
MATCH: phishing_mails/389 -> similarity=1300.00, yara_score=0.00, total=1300.00
MATCH: phishing_mails/390 -> similarity=2346.00, yara_score=0.00, total=2346.00
MATCH: phishing_mails/391 -> similarity=1936.00, yara_score=0.00, total=1936.00
MATCH: phishing_mails/392 -> similarity=760.00, yara_score=0.00, total=760.00
NO MATCH: phishing_mails/393 -> similarity=612.00, yara_score=0.00, total=612.00
MATCH: phishing_mails/394 -> similarity=761.00, yara_score=0.00, total=761.00
MATCH: phishing_mails/395 -> similarity=739.00, yara_score=0.00, total=739.00
NO MATCH: phishing_mails/396 -> similarity=441.00, yara_score=0.00, total=441.00
MATCH: phishing_mails/397 -> similarity=918.00, yara_score=0.00, total=918.00
MATCH: phishing_mails/398 -> similarity=1409.00, yara_score=0.00, total=1409.00
MATCH: phishing_mails/399 -> similarity=959.00, yara_score=0.00, total=959.00
MATCH: phishing_mails/400 -> similarity=5750.00, yara_score=0.00, total=5750.00
NO MATCH: phishing_mails/401 -> similarity=418.00, yara_score=0.00, total=418.00
MATCH: phishing_mails/402 -> similarity=2334.00, yara_score=0.00, total=2334.00
NO MATCH: phishing_mails/403 -> similarity=598.00, yara_score=0.00, total=598.00
NO MATCH: phishing_mails/404 -> similarity=494.00, yara_score=0.00, total=494.00
MATCH: phishing_mails/405 -> similarity=1601.00, yara_score=0.00, total=1601.00
NO MATCH: phishing_mails/406 -> similarity=428.00, yara_score=0.00, total=428.00
MATCH: phishing_mails/407 -> similarity=1216.00, yara_score=0.00, total=1216.00
MATCH: phishing_mails/408 -> similarity=4095.00, yara_score=0.00, total=4095.00
MATCH: phishing_mails/409 -> similarity=2145.00, yara_score=0.00, total=2145.00
MATCH: phishing_mails/410 -> similarity=739.00, yara_score=0.00, total=739.00
MATCH: phishing_mails/411 -> similarity=731.00, yara_score=0.00, total=731.00
NO MATCH: phishing_mails/412 -> similarity=696.00, yara_score=0.00, total=696.00
MATCH: phishing_mails/413 -> similarity=1510.00, yara_score=0.00, total=1510.00
MATCH: phishing_mails/414 -> similarity=836.00, yara_score=0.00, total=836.00
MATCH: phishing_mails/415 -> similarity=1086.00, yara_score=0.00, total=1086.00
MATCH: phishing_mails/416 -> similarity=1194.00, yara_score=0.00, total=1194.00
MATCH: phishing_mails/417 -> similarity=1014.00, yara_score=0.00, total=1014.00
NO MATCH: phishing_mails/418 -> similarity=524.00, yara_score=0.00, total=524.00
NO MATCH: phishing_mails/419 -> similarity=542.00, yara_score=0.00, total=542.00
MATCH: phishing_mails/420 -> similarity=1606.00, yara_score=0.00, total=1606.00
NO MATCH: phishing_mails/421 -> similarity=610.00, yara_score=0.00, total=610.00
NO MATCH: phishing_mails/422 -> similarity=609.00, yara_score=0.00, total=609.00
NO MATCH: phishing_mails/423 -> similarity=222.00, yara_score=0.00, total=222.00
MATCH: phishing_mails/424 -> similarity=956.00, yara_score=0.00, total=956.00
NO MATCH: phishing_mails/425 -> similarity=707.00, yara_score=0.00, total=707.00
NO MATCH: phishing_mails/426 -> similarity=261.00, yara_score=0.00, total=261.00
MATCH: phishing_mails/427 -> similarity=901.00, yara_score=0.00, total=901.00
MATCH: phishing_mails/428 -> similarity=1917.00, yara_score=0.00, total=1917.00
MATCH: phishing_mails/429 -> similarity=1269.00, yara_score=0.00, total=1269.00
NO MATCH: phishing_mails/430 -> similarity=354.00, yara_score=0.00, total=354.00
MATCH: phishing_mails/431 -> similarity=1086.00, yara_score=0.00, total=1086.00
NO MATCH: phishing_mails/432 -> similarity=534.00, yara_score=0.00, total=534.00
NO MATCH: phishing_mails/433 -> similarity=634.00, yara_score=0.00, total=634.00
MATCH: phishing_mails/434 -> similarity=2319.00, yara_score=0.00, total=2319.00
MATCH: phishing_mails/435 -> similarity=1080.00, yara_score=0.00, total=1080.00
MATCH: phishing_mails/436 -> similarity=1470.00, yara_score=0.00, total=1470.00
MATCH: phishing_mails/437 -> similarity=893.00, yara_score=0.00, total=893.00
MATCH: phishing_mails/438 -> similarity=3590.00, yara_score=0.00, total=3590.00
NO MATCH: phishing_mails/439 -> similarity=660.00, yara_score=0.00, total=660.00
NO MATCH: phishing_mails/440 -> similarity=416.00, yara_score=0.00, total=416.00
MATCH: phishing_mails/441 -> similarity=1266.00, yara_score=0.00, total=1266.00
NO MATCH: phishing_mails/442 -> similarity=450.00, yara_score=0.00, total=450.00
NO MATCH: phishing_mails/443 -> similarity=523.00, yara_score=0.00, total=523.00
MATCH: phishing_mails/444 -> similarity=1588.00, yara_score=0.00, total=1588.00
MATCH: phishing_mails/445 -> similarity=1494.00, yara_score=0.00, total=1494.00
NO MATCH: phishing_mails/446 -> similarity=457.00, yara_score=0.00, total=457.00
MATCH: phishing_mails/447 -> similarity=1225.00, yara_score=0.00, total=1225.00
MATCH: phishing_mails/448 -> similarity=1498.00, yara_score=0.00, total=1498.00
MATCH: phishing_mails/449 -> similarity=877.00, yara_score=0.00, total=877.00
MATCH: phishing_mails/450 -> similarity=2046.00, yara_score=0.00, total=2046.00
NO MATCH: phishing_mails/451 -> similarity=472.00, yara_score=0.00, total=472.00
MATCH: phishing_mails/452 -> similarity=751.00, yara_score=0.00, total=751.00
MATCH: phishing_mails/453 -> similarity=1367.00, yara_score=0.00, total=1367.00
NO MATCH: phishing_mails/454 -> similarity=642.00, yara_score=0.00, total=642.00
MATCH: phishing_mails/455 -> similarity=3392.00, yara_score=0.00, total=3392.00
NO MATCH: phishing_mails/456 -> similarity=615.00, yara_score=0.00, total=615.00
MATCH: phishing_mails/457 -> similarity=918.00, yara_score=0.00, total=918.00
MATCH: phishing_mails/458 -> similarity=1001.00, yara_score=0.00, total=1001.00
MATCH: phishing_mails/459 -> similarity=1022.00, yara_score=0.00, total=1022.00
NO MATCH: phishing_mails/460 -> similarity=594.00, yara_score=0.00, total=594.00
NO MATCH: phishing_mails/461 -> similarity=723.00, yara_score=0.00, total=723.00
NO MATCH: phishing_mails/462 -> similarity=394.00, yara_score=0.00, total=394.00
NO MATCH: phishing_mails/463 -> similarity=571.00, yara_score=0.00, total=571.00
NO MATCH: phishing_mails/464 -> similarity=406.00, yara_score=0.00, total=406.00
NO MATCH: phishing_mails/465 -> similarity=369.00, yara_score=0.00, total=369.00
MATCH: phishing_mails/466 -> similarity=1092.00, yara_score=0.00, total=1092.00
NO MATCH: phishing_mails/467 -> similarity=559.00, yara_score=0.00, total=559.00
MATCH: phishing_mails/468 -> similarity=1729.00, yara_score=0.00, total=1729.00
NO MATCH: phishing_mails/469 -> similarity=542.00, yara_score=0.00, total=542.00
NO MATCH: phishing_mails/470 -> similarity=605.00, yara_score=0.00, total=605.00
MATCH: phishing_mails/471 -> similarity=1882.00, yara_score=0.00, total=1882.00
MATCH: phishing_mails/472 -> similarity=935.00, yara_score=0.00, total=935.00
MATCH: phishing_mails/473 -> similarity=1425.00, yara_score=0.00, total=1425.00
MATCH: phishing_mails/474 -> similarity=892.00, yara_score=0.00, total=892.00
MATCH: phishing_mails/475 -> similarity=1213.00, yara_score=0.00, total=1213.00
NO MATCH: phishing_mails/476 -> similarity=417.00, yara_score=0.00, total=417.00
NO MATCH: phishing_mails/477 -> similarity=644.00, yara_score=0.00, total=644.00
MATCH: phishing_mails/478 -> similarity=779.00, yara_score=0.00, total=779.00
MATCH: phishing_mails/479 -> similarity=1102.00, yara_score=0.00, total=1102.00
MATCH: phishing_mails/480 -> similarity=2294.00, yara_score=0.00, total=2294.00
NO MATCH: phishing_mails/481 -> similarity=412.00, yara_score=0.00, total=412.00
MATCH: phishing_mails/482 -> similarity=2997.00, yara_score=0.00, total=2997.00
MATCH: phishing_mails/483 -> similarity=1240.00, yara_score=0.00, total=1240.00
MATCH: phishing_mails/484 -> similarity=732.00, yara_score=0.00, total=732.00
MATCH: phishing_mails/485 -> similarity=808.00, yara_score=0.00, total=808.00
MATCH: phishing_mails/486 -> similarity=1035.00, yara_score=0.00, total=1035.00
NO MATCH: phishing_mails/487 -> similarity=590.00, yara_score=0.00, total=590.00
MATCH: phishing_mails/488 -> similarity=825.00, yara_score=0.00, total=825.00
MATCH: phishing_mails/489 -> similarity=887.00, yara_score=0.00, total=887.00
NO MATCH: phishing_mails/490 -> similarity=572.00, yara_score=0.00, total=572.00
MATCH: phishing_mails/491 -> similarity=2406.00, yara_score=0.00, total=2406.00
MATCH: phishing_mails/492 -> similarity=930.00, yara_score=0.00, total=930.00
NO MATCH: phishing_mails/493 -> similarity=511.00, yara_score=0.00, total=511.00
NO MATCH: phishing_mails/494 -> similarity=468.00, yara_score=0.00, total=468.00
MATCH: phishing_mails/495 -> similarity=4385.00, yara_score=0.00, total=4385.00
MATCH: phishing_mails/496 -> similarity=49046.01, yara_score=0.00, total=49046.01
MATCH: phishing_mails/497 -> similarity=11973.00, yara_score=0.00, total=11973.00
MATCH: phishing_mails/498 -> similarity=913.00, yara_score=0.00, total=913.00
MATCH: phishing_mails/499 -> similarity=12216.00, yara_score=0.00, total=12216.00
MATCH: phishing_mails/500 -> similarity=1558.00, yara_score=0.00, total=1558.00
MATCH: phishing_mails/501 -> similarity=759.00, yara_score=0.00, total=759.00
MATCH: phishing_mails/502 -> similarity=2182.00, yara_score=0.00, total=2182.00
MATCH: phishing_mails/503 -> similarity=801.00, yara_score=0.00, total=801.00
MATCH: phishing_mails/504 -> similarity=847.00, yara_score=0.00, total=847.00
MATCH: phishing_mails/505 -> similarity=970.00, yara_score=0.00, total=970.00
NO MATCH: phishing_mails/506 -> similarity=581.00, yara_score=0.00, total=581.00
MATCH: phishing_mails/507 -> similarity=1148.00, yara_score=0.00, total=1148.00
MATCH: phishing_mails/508 -> similarity=841.00, yara_score=0.00, total=841.00
MATCH: phishing_mails/509 -> similarity=1317.00, yara_score=0.00, total=1317.00
MATCH: phishing_mails/510 -> similarity=878.00, yara_score=0.00, total=878.00
NO MATCH: phishing_mails/511 -> similarity=564.00, yara_score=0.00, total=564.00
MATCH: phishing_mails/512 -> similarity=1267.00, yara_score=0.00, total=1267.00
NO MATCH: phishing_mails/513 -> similarity=514.00, yara_score=0.00, total=514.00
NO MATCH: phishing_mails/514 -> similarity=629.00, yara_score=0.00, total=629.00
NO MATCH: phishing_mails/515 -> similarity=477.00, yara_score=0.00, total=477.00
MATCH: phishing_mails/516 -> similarity=805.00, yara_score=0.00, total=805.00
NO MATCH: phishing_mails/517 -> similarity=557.00, yara_score=0.00, total=557.00
MATCH: phishing_mails/518 -> similarity=1234.00, yara_score=0.00, total=1234.00
NO MATCH: phishing_mails/519 -> similarity=535.00, yara_score=0.00, total=535.00
MATCH: phishing_mails/520 -> similarity=2362.00, yara_score=0.00, total=2362.00
MATCH: phishing_mails/521 -> similarity=806.00, yara_score=0.00, total=806.00
MATCH: phishing_mails/522 -> similarity=822.00, yara_score=0.00, total=822.00
NO MATCH: phishing_mails/523 -> similarity=661.00, yara_score=0.00, total=661.00
NO MATCH: phishing_mails/524 -> similarity=387.00, yara_score=0.00, total=387.00
NO MATCH: phishing_mails/525 -> similarity=649.00, yara_score=0.00, total=649.00
NO MATCH: phishing_mails/526 -> similarity=474.00, yara_score=0.00, total=474.00
MATCH: phishing_mails/527 -> similarity=894.00, yara_score=0.00, total=894.00
NO MATCH: phishing_mails/528 -> similarity=593.00, yara_score=0.00, total=593.00
MATCH: phishing_mails/529 -> similarity=910.00, yara_score=0.00, total=910.00
MATCH: phishing_mails/530 -> similarity=2355.00, yara_score=0.00, total=2355.00
NO MATCH: phishing_mails/531 -> similarity=441.00, yara_score=0.00, total=441.00
MATCH: phishing_mails/532 -> similarity=1014.00, yara_score=0.00, total=1014.00
NO MATCH: phishing_mails/533 -> similarity=543.00, yara_score=0.00, total=543.00
MATCH: phishing_mails/534 -> similarity=757.00, yara_score=0.00, total=757.00
MATCH: phishing_mails/535 -> similarity=1785.00, yara_score=0.00, total=1785.00
MATCH: phishing_mails/536 -> similarity=736.00, yara_score=0.00, total=736.00
MATCH: phishing_mails/537 -> similarity=2027.00, yara_score=0.00, total=2027.00
NO MATCH: phishing_mails/538 -> similarity=367.00, yara_score=0.00, total=367.00
NO MATCH: phishing_mails/539 -> similarity=392.00, yara_score=0.00, total=392.00
MATCH: phishing_mails/540 -> similarity=1712.00, yara_score=0.00, total=1712.00
MATCH: phishing_mails/541 -> similarity=887.00, yara_score=0.00, total=887.00
MATCH: phishing_mails/542 -> similarity=1044.00, yara_score=0.00, total=1044.00
MATCH: phishing_mails/543 -> similarity=1331.00, yara_score=0.00, total=1331.00
MATCH: phishing_mails/544 -> similarity=1440.00, yara_score=0.00, total=1440.00
NO MATCH: phishing_mails/545 -> similarity=647.00, yara_score=0.00, total=647.00
NO MATCH: phishing_mails/546 -> similarity=454.00, yara_score=0.00, total=454.00
MATCH: phishing_mails/547 -> similarity=1201.00, yara_score=0.00, total=1201.00
MATCH: phishing_mails/548 -> similarity=1898.00, yara_score=0.00, total=1898.00
MATCH: phishing_mails/549 -> similarity=1012.00, yara_score=0.00, total=1012.00
NO MATCH: phishing_mails/550 -> similarity=317.00, yara_score=0.00, total=317.00
NO MATCH: phishing_mails/551 -> similarity=616.00, yara_score=0.00, total=616.00
NO MATCH: phishing_mails/552 -> similarity=573.00, yara_score=0.00, total=573.00
MATCH: phishing_mails/553 -> similarity=2621.00, yara_score=0.00, total=2621.00
MATCH: phishing_mails/554 -> similarity=1245.00, yara_score=0.00, total=1245.00
MATCH: phishing_mails/555 -> similarity=912.00, yara_score=0.00, total=912.00
MATCH: phishing_mails/556 -> similarity=1121.00, yara_score=0.00, total=1121.00
NO MATCH: phishing_mails/557 -> similarity=721.00, yara_score=0.00, total=721.00
MATCH: phishing_mails/558 -> similarity=2227.00, yara_score=0.00, total=2227.00
MATCH: phishing_mails/559 -> similarity=1562.00, yara_score=0.00, total=1562.00
MATCH: phishing_mails/560 -> similarity=1502.00, yara_score=0.00, total=1502.00
MATCH: phishing_mails/561 -> similarity=2693.00, yara_score=0.00, total=2693.00
MATCH: phishing_mails/562 -> similarity=955.00, yara_score=0.00, total=955.00
MATCH: phishing_mails/563 -> similarity=1471.00, yara_score=0.00, total=1471.00
MATCH: phishing_mails/564 -> similarity=65835.01, yara_score=0.00, total=65835.01
MATCH: phishing_mails/565 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/566 -> similarity=3579.00, yara_score=0.00, total=3579.00
MATCH: phishing_mails/567 -> similarity=779.00, yara_score=0.00, total=779.00
MATCH: phishing_mails/568 -> similarity=894.00, yara_score=0.00, total=894.00
MATCH: phishing_mails/569 -> similarity=2722.00, yara_score=0.00, total=2722.00
NO MATCH: phishing_mails/570 -> similarity=545.00, yara_score=0.00, total=545.00
MATCH: phishing_mails/571 -> similarity=6840.00, yara_score=0.00, total=6840.00
NO MATCH: phishing_mails/572 -> similarity=644.00, yara_score=0.00, total=644.00
MATCH: phishing_mails/573 -> similarity=833.00, yara_score=0.00, total=833.00
NO MATCH: phishing_mails/574 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/575 -> similarity=821.00, yara_score=0.00, total=821.00
MATCH: phishing_mails/576 -> similarity=854.00, yara_score=0.00, total=854.00
MATCH: phishing_mails/577 -> similarity=1694.00, yara_score=0.00, total=1694.00
NO MATCH: phishing_mails/578 -> similarity=382.00, yara_score=0.00, total=382.00
NO MATCH: phishing_mails/579 -> similarity=717.00, yara_score=0.00, total=717.00
NO MATCH: phishing_mails/580 -> similarity=500.00, yara_score=0.00, total=500.00
MATCH: phishing_mails/581 -> similarity=880.00, yara_score=0.00, total=880.00
MATCH: phishing_mails/582 -> similarity=1122.00, yara_score=0.00, total=1122.00
NO MATCH: phishing_mails/583 -> similarity=586.00, yara_score=0.00, total=586.00
MATCH: phishing_mails/584 -> similarity=1099.00, yara_score=0.00, total=1099.00
NO MATCH: phishing_mails/585 -> similarity=551.00, yara_score=0.00, total=551.00
MATCH: phishing_mails/586 -> similarity=2329.00, yara_score=0.00, total=2329.00
NO MATCH: phishing_mails/587 -> similarity=369.00, yara_score=0.00, total=369.00
NO MATCH: phishing_mails/588 -> similarity=571.00, yara_score=0.00, total=571.00
MATCH: phishing_mails/589 -> similarity=2387.00, yara_score=0.00, total=2387.00
MATCH: phishing_mails/590 -> similarity=1011.00, yara_score=0.00, total=1011.00
MATCH: phishing_mails/591 -> similarity=1302.00, yara_score=0.00, total=1302.00
MATCH: phishing_mails/592 -> similarity=1214.00, yara_score=0.00, total=1214.00
NO MATCH: phishing_mails/593 -> similarity=299.00, yara_score=0.00, total=299.00
NO MATCH: phishing_mails/594 -> similarity=611.00, yara_score=0.00, total=611.00
MATCH: phishing_mails/595 -> similarity=1009.00, yara_score=0.00, total=1009.00
MATCH: phishing_mails/596 -> similarity=772.00, yara_score=0.00, total=772.00
NO MATCH: phishing_mails/597 -> similarity=680.00, yara_score=0.00, total=680.00
NO MATCH: phishing_mails/598 -> similarity=718.00, yara_score=0.00, total=718.00
MATCH: phishing_mails/599 -> similarity=1171.00, yara_score=0.00, total=1171.00
NO MATCH: phishing_mails/600 -> similarity=534.00, yara_score=0.00, total=534.00
NO MATCH: phishing_mails/601 -> similarity=717.00, yara_score=0.00, total=717.00
NO MATCH: phishing_mails/602 -> similarity=392.00, yara_score=0.00, total=392.00
MATCH: phishing_mails/603 -> similarity=1871.00, yara_score=0.00, total=1871.00
NO MATCH: phishing_mails/604 -> similarity=683.00, yara_score=0.00, total=683.00
MATCH: phishing_mails/605 -> similarity=1262.00, yara_score=0.00, total=1262.00
MATCH: phishing_mails/606 -> similarity=749.00, yara_score=0.00, total=749.00
MATCH: phishing_mails/607 -> similarity=1078.00, yara_score=0.00, total=1078.00
NO MATCH: phishing_mails/608 -> similarity=569.00, yara_score=0.00, total=569.00
MATCH: phishing_mails/609 -> similarity=2181.00, yara_score=0.00, total=2181.00
NO MATCH: phishing_mails/610 -> similarity=668.00, yara_score=0.00, total=668.00
NO MATCH: phishing_mails/611 -> similarity=386.00, yara_score=0.00, total=386.00
MATCH: phishing_mails/612 -> similarity=1312.00, yara_score=0.00, total=1312.00
MATCH: phishing_mails/613 -> similarity=1457.00, yara_score=0.00, total=1457.00
NO MATCH: phishing_mails/614 -> similarity=622.00, yara_score=0.00, total=622.00
MATCH: phishing_mails/615 -> similarity=11548.00, yara_score=0.00, total=11548.00
MATCH: phishing_mails/616 -> similarity=1038.00, yara_score=0.00, total=1038.00
MATCH: phishing_mails/617 -> similarity=867.00, yara_score=0.00, total=867.00
MATCH: phishing_mails/618 -> similarity=2458.00, yara_score=0.00, total=2458.00
MATCH: phishing_mails/619 -> similarity=1561.00, yara_score=0.00, total=1561.00
MATCH: phishing_mails/620 -> similarity=2386.00, yara_score=0.00, total=2386.00
MATCH: phishing_mails/621 -> similarity=1576.00, yara_score=0.00, total=1576.00
MATCH: phishing_mails/622 -> similarity=2274.00, yara_score=0.00, total=2274.00
MATCH: phishing_mails/623 -> similarity=887.00, yara_score=0.00, total=887.00
MATCH: phishing_mails/624 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/625 -> similarity=870.00, yara_score=0.00, total=870.00
MATCH: phishing_mails/626 -> similarity=1169.00, yara_score=0.00, total=1169.00
NO MATCH: phishing_mails/627 -> similarity=678.00, yara_score=0.00, total=678.00
MATCH: phishing_mails/628 -> similarity=826.00, yara_score=0.00, total=826.00
MATCH: phishing_mails/629 -> similarity=848.00, yara_score=0.00, total=848.00
NO MATCH: phishing_mails/630 -> similarity=316.00, yara_score=0.00, total=316.00
MATCH: phishing_mails/631 -> similarity=3123.00, yara_score=0.00, total=3123.00
MATCH: phishing_mails/632 -> similarity=776.00, yara_score=0.00, total=776.00
NO MATCH: phishing_mails/633 -> similarity=423.00, yara_score=0.00, total=423.00
MATCH: phishing_mails/634 -> similarity=1257.00, yara_score=0.00, total=1257.00
NO MATCH: phishing_mails/635 -> similarity=708.00, yara_score=0.00, total=708.00
MATCH: phishing_mails/636 -> similarity=2446.00, yara_score=0.00, total=2446.00
NO MATCH: phishing_mails/637 -> similarity=689.00, yara_score=0.00, total=689.00
NO MATCH: phishing_mails/638 -> similarity=648.00, yara_score=0.00, total=648.00
MATCH: phishing_mails/639 -> similarity=1560.00, yara_score=0.00, total=1560.00
NO MATCH: phishing_mails/640 -> similarity=706.00, yara_score=0.00, total=706.00
MATCH: phishing_mails/641 -> similarity=1424.00, yara_score=0.00, total=1424.00
NO MATCH: phishing_mails/642 -> similarity=699.00, yara_score=0.00, total=699.00
MATCH: phishing_mails/643 -> similarity=1697.00, yara_score=0.00, total=1697.00
MATCH: phishing_mails/644 -> similarity=1035.00, yara_score=0.00, total=1035.00
MATCH: phishing_mails/645 -> similarity=871.00, yara_score=0.00, total=871.00
MATCH: phishing_mails/646 -> similarity=1427.00, yara_score=0.00, total=1427.00
NO MATCH: phishing_mails/647 -> similarity=622.00, yara_score=0.00, total=622.00
MATCH: phishing_mails/648 -> similarity=803.00, yara_score=0.00, total=803.00
MATCH: phishing_mails/649 -> similarity=1487.00, yara_score=0.00, total=1487.00
NO MATCH: phishing_mails/650 -> similarity=390.00, yara_score=0.00, total=390.00
MATCH: phishing_mails/651 -> similarity=1596.00, yara_score=0.00, total=1596.00
NO MATCH: phishing_mails/652 -> similarity=635.00, yara_score=0.00, total=635.00
MATCH: phishing_mails/653 -> similarity=964.00, yara_score=0.00, total=964.00
MATCH: phishing_mails/654 -> similarity=1637.00, yara_score=0.00, total=1637.00
MATCH: phishing_mails/655 -> similarity=1196.00, yara_score=0.00, total=1196.00
MATCH: phishing_mails/656 -> similarity=883.00, yara_score=0.00, total=883.00
MATCH: phishing_mails/657 -> similarity=1316.00, yara_score=0.00, total=1316.00
MATCH: phishing_mails/658 -> similarity=1567.00, yara_score=0.00, total=1567.00
MATCH: phishing_mails/659 -> similarity=1766.00, yara_score=0.00, total=1766.00
MATCH: phishing_mails/660 -> similarity=4628.00, yara_score=0.00, total=4628.00
MATCH: phishing_mails/661 -> similarity=831.00, yara_score=0.00, total=831.00
MATCH: phishing_mails/662 -> similarity=910.00, yara_score=0.00, total=910.00
NO MATCH: phishing_mails/663 -> similarity=536.00, yara_score=0.00, total=536.00
MATCH: phishing_mails/664 -> similarity=1768.00, yara_score=0.00, total=1768.00
NO MATCH: phishing_mails/665 -> similarity=550.00, yara_score=0.00, total=550.00
MATCH: phishing_mails/666 -> similarity=5711.00, yara_score=0.00, total=5711.00
MATCH: phishing_mails/667 -> similarity=859.00, yara_score=0.00, total=859.00
NO MATCH: phishing_mails/668 -> similarity=578.00, yara_score=0.00, total=578.00
MATCH: phishing_mails/669 -> similarity=1052.00, yara_score=0.00, total=1052.00
NO MATCH: phishing_mails/670 -> similarity=526.00, yara_score=0.00, total=526.00
NO MATCH: phishing_mails/671 -> similarity=414.00, yara_score=0.00, total=414.00
MATCH: phishing_mails/672 -> similarity=1135.00, yara_score=0.00, total=1135.00
MATCH: phishing_mails/673 -> similarity=1391.00, yara_score=0.00, total=1391.00
NO MATCH: phishing_mails/674 -> similarity=455.00, yara_score=0.00, total=455.00
MATCH: phishing_mails/675 -> similarity=43851.01, yara_score=0.00, total=43851.01
NO MATCH: phishing_mails/676 -> similarity=497.00, yara_score=0.00, total=497.00
MATCH: phishing_mails/677 -> similarity=1310.00, yara_score=0.00, total=1310.00
MATCH: phishing_mails/678 -> similarity=980.00, yara_score=0.00, total=980.00
NO MATCH: phishing_mails/679 -> similarity=313.00, yara_score=0.00, total=313.00
NO MATCH: phishing_mails/680 -> similarity=627.00, yara_score=0.00, total=627.00
MATCH: phishing_mails/681 -> similarity=3080.00, yara_score=0.00, total=3080.00
NO MATCH: phishing_mails/682 -> similarity=587.00, yara_score=0.00, total=587.00
MATCH: phishing_mails/683 -> similarity=1089.00, yara_score=0.00, total=1089.00
NO MATCH: phishing_mails/684 -> similarity=426.00, yara_score=0.00, total=426.00
MATCH: phishing_mails/685 -> similarity=1304.00, yara_score=0.00, total=1304.00
NO MATCH: phishing_mails/686 -> similarity=615.00, yara_score=0.00, total=615.00
