MATCH: phishing_mails/0 -> similarity=2084.00, yara_score=0.00, total=2084.00
NO MATCH: phishing_mails/343 -> similarity=544.00, yara_score=0.00, total=544.00
MATCH: phishing_mails/344 -> similarity=1452.00, yara_score=0.00, total=1452.00
MATCH: phishing_mails/345 -> similarity=874.00, yara_score=0.00, total=874.00
MATCH: phishing_mails/346 -> similarity=2879.00, yara_score=0.00, total=2879.00
NO MATCH: phishing_mails/347 -> similarity=449.00, yara_score=0.00, total=449.00
MATCH: phishing_mails/348 -> similarity=949.00, yara_score=0.00, total=949.00
NO MATCH: phishing_mails/349 -> similarity=522.00, yara_score=0.00, total=522.00
MATCH: phishing_mails/350 -> similarity=1014.00, yara_score=0.00, total=1014.00
MATCH: phishing_mails/351 -> similarity=1984.00, yara_score=0.00, total=1984.00
MATCH: phishing_mails/352 -> similarity=1349.00, yara_score=0.00, total=1349.00
NO MATCH: phishing_mails/353 -> similarity=681.00, yara_score=0.00, total=681.00
NO MATCH: phishing_mails/354 -> similarity=480.00, yara_score=0.00, total=480.00
MATCH: phishing_mails/355 -> similarity=1312.00, yara_score=0.00, total=1312.00
NO MATCH: phishing_mails/356 -> similarity=495.00, yara_score=0.00, total=495.00
NO MATCH: phishing_mails/357 -> similarity=476.00, yara_score=0.00, total=476.00
MATCH: phishing_mails/358 -> similarity=2664.00, yara_score=0.00, total=2664.00
MATCH: phishing_mails/359 -> similarity=1830.00, yara_score=0.00, total=1830.00
MATCH: phishing_mails/360 -> similarity=895.00, yara_score=0.00, total=895.00
MATCH: phishing_mails/361 -> similarity=2870.00, yara_score=0.00, total=2870.00
MATCH: phishing_mails/362 -> similarity=2022.00, yara_score=0.00, total=2022.00
MATCH: phishing_mails/363 -> similarity=930.00, yara_score=0.00, total=930.00
MATCH: phishing_mails/364 -> similarity=2829.00, yara_score=0.00, total=2829.00
MATCH: phishing_mails/365 -> similarity=2533.00, yara_score=0.00, total=2533.00
NO MATCH: phishing_mails/366 -> similarity=690.00, yara_score=0.00, total=690.00
MATCH: phishing_mails/367 -> similarity=1995.00, yara_score=0.00, total=1995.00
MATCH: phishing_mails/368 -> similarity=988.00, yara_score=0.00, total=988.00
NO MATCH: phishing_mails/369 -> similarity=653.00, yara_score=0.00, total=653.00
NO MATCH: phishing_mails/370 -> similarity=671.00, yara_score=0.00, total=671.00
MATCH: phishing_mails/371 -> similarity=730.00, yara_score=0.00, total=730.00
MATCH: phishing_mails/372 -> similarity=2407.00, yara_score=0.00, total=2407.00
NO MATCH: phishing_mails/373 -> similarity=560.00, yara_score=0.00, total=560.00
MATCH: phishing_mails/374 -> similarity=2661.00, yara_score=0.00, total=2661.00
MATCH: phishing_mails/375 -> similarity=2635.00, yara_score=0.00, total=2635.00
MATCH: phishing_mails/376 -> similarity=4820.00, yara_score=0.00, total=4820.00
NO MATCH: phishing_mails/377 -> similarity=686.00, yara_score=0.00, total=686.00
MATCH: phishing_mails/378 -> similarity=4488.00, yara_score=0.00, total=4488.00
NO MATCH: phishing_mails/379 -> similarity=536.00, yara_score=0.00, total=536.00
MATCH: phishing_mails/380 -> similarity=1265.00, yara_score=0.00, total=1265.00
MATCH: phishing_mails/381 -> similarity=6367.00, yara_score=0.00, total=6367.00
MATCH: phishing_mails/382 -> similarity=1850.00, yara_score=0.00, total=1850.00
NO MATCH: phishing_mails/383 -> similarity=698.00, yara_score=0.00, total=698.00
NO MATCH: phishing_mails/384 -> similarity=644.00, yara_score=0.00, total=644.00
MATCH: phishing_mails/385 -> similarity=736.00, yara_score=0.00, total=736.00
MATCH: phishing_mails/386 -> similarity=1138.00, yara_score=0.00, total=1138.00
MATCH: phishing_mails/387 -> similarity=764.00, yara_score=0.00, total=764.00
MATCH: phishing_mails/388 -> similarity=921.00, yara_score=0.00, total=921.00
MATCH: phishing_mails/389 -> similarity=1206.00, yara_score=0.00, total=1206.00
MATCH: phishing_mails/390 -> similarity=4207.00, yara_score=0.00, total=4207.00
MATCH: phishing_mails/391 -> similarity=1179.00, yara_score=0.00, total=1179.00
MATCH: phishing_mails/392 -> similarity=1055.00, yara_score=0.00, total=1055.00
NO MATCH: phishing_mails/393 -> similarity=551.00, yara_score=0.00, total=551.00
NO MATCH: phishing_mails/394 -> similarity=512.00, yara_score=0.00, total=512.00
MATCH: phishing_mails/395 -> similarity=1544.00, yara_score=0.00, total=1544.00
MATCH: phishing_mails/396 -> similarity=1197.00, yara_score=0.00, total=1197.00
MATCH: phishing_mails/397 -> similarity=1204.00, yara_score=0.00, total=1204.00
MATCH: phishing_mails/398 -> similarity=2592.00, yara_score=0.00, total=2592.00
MATCH: phishing_mails/399 -> similarity=1343.00, yara_score=0.00, total=1343.00
MATCH: phishing_mails/400 -> similarity=4764.00, yara_score=0.00, total=4764.00
NO MATCH: phishing_mails/401 -> similarity=380.00, yara_score=0.00, total=380.00
NO MATCH: phishing_mails/402 -> similarity=529.00, yara_score=0.00, total=529.00
NO MATCH: phishing_mails/403 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: phishing_mails/404 -> similarity=2885.00, yara_score=0.00, total=2885.00
NO MATCH: phishing_mails/405 -> similarity=660.00, yara_score=0.00, total=660.00
MATCH: phishing_mails/406 -> similarity=924.00, yara_score=0.00, total=924.00
MATCH: phishing_mails/407 -> similarity=1097.00, yara_score=0.00, total=1097.00
MATCH: phishing_mails/408 -> similarity=2354.00, yara_score=0.00, total=2354.00
MATCH: phishing_mails/409 -> similarity=2125.00, yara_score=0.00, total=2125.00
MATCH: phishing_mails/410 -> similarity=892.00, yara_score=0.00, total=892.00
NO MATCH: phishing_mails/411 -> similarity=658.00, yara_score=0.00, total=658.00
MATCH: phishing_mails/412 -> similarity=3864.00, yara_score=0.00, total=3864.00
MATCH: phishing_mails/413 -> similarity=795.00, yara_score=0.00, total=795.00
MATCH: phishing_mails/414 -> similarity=2604.00, yara_score=0.00, total=2604.00
MATCH: phishing_mails/415 -> similarity=730.00, yara_score=0.00, total=730.00
NO MATCH: phishing_mails/416 -> similarity=698.00, yara_score=0.00, total=698.00
MATCH: phishing_mails/417 -> similarity=774.00, yara_score=0.00, total=774.00
MATCH: phishing_mails/418 -> similarity=3061.00, yara_score=0.00, total=3061.00
MATCH: phishing_mails/419 -> similarity=812.00, yara_score=0.00, total=812.00
MATCH: phishing_mails/420 -> similarity=2067.00, yara_score=0.00, total=2067.00
MATCH: phishing_mails/421 -> similarity=1133.00, yara_score=0.00, total=1133.00
MATCH: phishing_mails/422 -> similarity=749.00, yara_score=0.00, total=749.00
MATCH: phishing_mails/423 -> similarity=1950.00, yara_score=0.00, total=1950.00
MATCH: phishing_mails/424 -> similarity=1712.00, yara_score=0.00, total=1712.00
NO MATCH: phishing_mails/425 -> similarity=586.00, yara_score=0.00, total=586.00
MATCH: phishing_mails/426 -> similarity=838.00, yara_score=0.00, total=838.00
MATCH: phishing_mails/427 -> similarity=798.00, yara_score=0.00, total=798.00
NO MATCH: phishing_mails/428 -> similarity=445.00, yara_score=0.00, total=445.00
NO MATCH: phishing_mails/429 -> similarity=622.00, yara_score=0.00, total=622.00
MATCH: phishing_mails/430 -> similarity=894.00, yara_score=0.00, total=894.00
MATCH: phishing_mails/431 -> similarity=726.00, yara_score=0.00, total=726.00
MATCH: phishing_mails/432 -> similarity=796.00, yara_score=0.00, total=796.00
MATCH: phishing_mails/433 -> similarity=2271.00, yara_score=0.00, total=2271.00
MATCH: phishing_mails/434 -> similarity=1002.00, yara_score=0.00, total=1002.00
MATCH: phishing_mails/435 -> similarity=857.00, yara_score=0.00, total=857.00
MATCH: phishing_mails/436 -> similarity=1722.00, yara_score=0.00, total=1722.00
MATCH: phishing_mails/437 -> similarity=863.00, yara_score=0.00, total=863.00
MATCH: phishing_mails/438 -> similarity=713.00, yara_score=0.00, total=713.00
MATCH: phishing_mails/439 -> similarity=1107.00, yara_score=0.00, total=1107.00
MATCH: phishing_mails/440 -> similarity=3291.00, yara_score=0.00, total=3291.00
NO MATCH: phishing_mails/441 -> similarity=527.00, yara_score=0.00, total=527.00
MATCH: phishing_mails/442 -> similarity=1194.00, yara_score=0.00, total=1194.00
MATCH: phishing_mails/443 -> similarity=857.00, yara_score=0.00, total=857.00
NO MATCH: phishing_mails/444 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: phishing_mails/445 -> similarity=2966.00, yara_score=0.00, total=2966.00
MATCH: phishing_mails/446 -> similarity=757.00, yara_score=0.00, total=757.00
MATCH: phishing_mails/447 -> similarity=712.00, yara_score=0.00, total=712.00
NO MATCH: phishing_mails/448 -> similarity=584.00, yara_score=0.00, total=584.00
MATCH: phishing_mails/449 -> similarity=1124.00, yara_score=0.00, total=1124.00
MATCH: phishing_mails/450 -> similarity=1590.00, yara_score=0.00, total=1590.00
MATCH: phishing_mails/451 -> similarity=4558.00, yara_score=0.00, total=4558.00
MATCH: phishing_mails/452 -> similarity=812.00, yara_score=0.00, total=812.00
NO MATCH: phishing_mails/453 -> similarity=688.00, yara_score=0.00, total=688.00
NO MATCH: phishing_mails/454 -> similarity=542.00, yara_score=0.00, total=542.00
MATCH: phishing_mails/455 -> similarity=772.00, yara_score=0.00, total=772.00
MATCH: phishing_mails/456 -> similarity=11198.00, yara_score=0.00, total=11198.00
MATCH: phishing_mails/457 -> similarity=1576.00, yara_score=0.00, total=1576.00
MATCH: phishing_mails/458 -> similarity=1804.00, yara_score=0.00, total=1804.00
MATCH: phishing_mails/459 -> similarity=968.00, yara_score=0.00, total=968.00
MATCH: phishing_mails/460 -> similarity=1939.00, yara_score=0.00, total=1939.00
MATCH: phishing_mails/461 -> similarity=1530.00, yara_score=0.00, total=1530.00
MATCH: phishing_mails/462 -> similarity=1003.00, yara_score=0.00, total=1003.00
MATCH: phishing_mails/463 -> similarity=936.00, yara_score=0.00, total=936.00
MATCH: phishing_mails/464 -> similarity=728.00, yara_score=0.00, total=728.00
MATCH: phishing_mails/465 -> similarity=757.00, yara_score=0.00, total=757.00
MATCH: phishing_mails/466 -> similarity=1198.00, yara_score=0.00, total=1198.00
NO MATCH: phishing_mails/467 -> similarity=432.00, yara_score=0.00, total=432.00
NO MATCH: phishing_mails/468 -> similarity=619.00, yara_score=0.00, total=619.00
NO MATCH: phishing_mails/469 -> similarity=655.00, yara_score=0.00, total=655.00
MATCH: phishing_mails/470 -> similarity=1008.00, yara_score=0.00, total=1008.00
MATCH: phishing_mails/471 -> similarity=2879.00, yara_score=0.00, total=2879.00
MATCH: phishing_mails/472 -> similarity=3008.00, yara_score=0.00, total=3008.00
MATCH: phishing_mails/473 -> similarity=1262.00, yara_score=0.00, total=1262.00
MATCH: phishing_mails/474 -> similarity=1077.00, yara_score=0.00, total=1077.00
MATCH: phishing_mails/475 -> similarity=1150.00, yara_score=0.00, total=1150.00
MATCH: phishing_mails/476 -> similarity=790.00, yara_score=0.00, total=790.00
NO MATCH: phishing_mails/477 -> similarity=456.00, yara_score=0.00, total=456.00
MATCH: phishing_mails/478 -> similarity=4087.00, yara_score=0.00, total=4087.00
MATCH: phishing_mails/479 -> similarity=1000.00, yara_score=0.00, total=1000.00
MATCH: phishing_mails/480 -> similarity=854.00, yara_score=0.00, total=854.00
NO MATCH: phishing_mails/481 -> similarity=610.00, yara_score=0.00, total=610.00
MATCH: phishing_mails/482 -> similarity=1382.00, yara_score=0.00, total=1382.00
NO MATCH: phishing_mails/483 -> similarity=683.00, yara_score=0.00, total=683.00
NO MATCH: phishing_mails/484 -> similarity=484.00, yara_score=0.00, total=484.00
MATCH: phishing_mails/485 -> similarity=2371.00, yara_score=0.00, total=2371.00
MATCH: phishing_mails/486 -> similarity=700.00, yara_score=0.00, total=700.00
MATCH: phishing_mails/487 -> similarity=1040.00, yara_score=0.00, total=1040.00
MATCH: phishing_mails/488 -> similarity=1172.00, yara_score=0.00, total=1172.00
MATCH: phishing_mails/489 -> similarity=776.00, yara_score=0.00, total=776.00
MATCH: phishing_mails/490 -> similarity=2855.00, yara_score=0.00, total=2855.00
MATCH: phishing_mails/491 -> similarity=1132.00, yara_score=0.00, total=1132.00
MATCH: phishing_mails/492 -> similarity=699.00, yara_score=0.00, total=699.00
MATCH: phishing_mails/493 -> similarity=2218.00, yara_score=0.00, total=2218.00
MATCH: phishing_mails/494 -> similarity=723.00, yara_score=0.00, total=723.00
MATCH: phishing_mails/495 -> similarity=2599.00, yara_score=0.00, total=2599.00
MATCH: phishing_mails/496 -> similarity=1233.00, yara_score=0.00, total=1233.00
MATCH: phishing_mails/497 -> similarity=1326.00, yara_score=0.00, total=1326.00
MATCH: phishing_mails/498 -> similarity=1485.00, yara_score=0.00, total=1485.00
MATCH: phishing_mails/499 -> similarity=2750.00, yara_score=0.00, total=2750.00
MATCH: phishing_mails/500 -> similarity=13486.00, yara_score=0.00, total=13486.00
NO MATCH: phishing_mails/501 -> similarity=524.00, yara_score=0.00, total=524.00
MATCH: phishing_mails/502 -> similarity=1594.00, yara_score=0.00, total=1594.00
MATCH: phishing_mails/503 -> similarity=857.00, yara_score=0.00, total=857.00
MATCH: phishing_mails/504 -> similarity=731.00, yara_score=0.00, total=731.00
MATCH: phishing_mails/505 -> similarity=1040.00, yara_score=0.00, total=1040.00
MATCH: phishing_mails/506 -> similarity=2281.00, yara_score=0.00, total=2281.00
MATCH: phishing_mails/507 -> similarity=840.00, yara_score=0.00, total=840.00
MATCH: phishing_mails/508 -> similarity=5946.00, yara_score=0.00, total=5946.00
NO MATCH: phishing_mails/509 -> similarity=606.00, yara_score=0.00, total=606.00
NO MATCH: phishing_mails/510 -> similarity=628.00, yara_score=0.00, total=628.00
MATCH: phishing_mails/511 -> similarity=726.00, yara_score=0.00, total=726.00
MATCH: phishing_mails/512 -> similarity=1987.00, yara_score=0.00, total=1987.00
NO MATCH: phishing_mails/513 -> similarity=613.00, yara_score=0.00, total=613.00
MATCH: phishing_mails/514 -> similarity=1893.00, yara_score=0.00, total=1893.00
MATCH: phishing_mails/515 -> similarity=2128.00, yara_score=0.00, total=2128.00
MATCH: phishing_mails/516 -> similarity=2762.00, yara_score=0.00, total=2762.00
MATCH: phishing_mails/517 -> similarity=842.00, yara_score=0.00, total=842.00
MATCH: phishing_mails/518 -> similarity=1310.00, yara_score=0.00, total=1310.00
MATCH: phishing_mails/519 -> similarity=9805.00, yara_score=0.00, total=9805.00
MATCH: phishing_mails/520 -> similarity=1118.00, yara_score=0.00, total=1118.00
MATCH: phishing_mails/521 -> similarity=708.00, yara_score=0.00, total=708.00
NO MATCH: phishing_mails/522 -> similarity=521.00, yara_score=0.00, total=521.00
NO MATCH: phishing_mails/523 -> similarity=441.00, yara_score=0.00, total=441.00
MATCH: phishing_mails/524 -> similarity=871.00, yara_score=0.00, total=871.00
MATCH: phishing_mails/525 -> similarity=836.00, yara_score=0.00, total=836.00
MATCH: phishing_mails/526 -> similarity=1285.00, yara_score=0.00, total=1285.00
NO MATCH: phishing_mails/527 -> similarity=695.00, yara_score=0.00, total=695.00
NO MATCH: phishing_mails/528 -> similarity=405.00, yara_score=0.00, total=405.00
NO MATCH: phishing_mails/529 -> similarity=488.00, yara_score=0.00, total=488.00
MATCH: phishing_mails/530 -> similarity=1470.00, yara_score=0.00, total=1470.00
MATCH: phishing_mails/531 -> similarity=761.00, yara_score=0.00, total=761.00
MATCH: phishing_mails/532 -> similarity=1190.00, yara_score=0.00, total=1190.00
MATCH: phishing_mails/533 -> similarity=2801.00, yara_score=0.00, total=2801.00
MATCH: phishing_mails/534 -> similarity=1123.00, yara_score=0.00, total=1123.00
NO MATCH: phishing_mails/535 -> similarity=632.00, yara_score=0.00, total=632.00
MATCH: phishing_mails/536 -> similarity=1973.00, yara_score=0.00, total=1973.00
MATCH: phishing_mails/537 -> similarity=781.00, yara_score=0.00, total=781.00
MATCH: phishing_mails/538 -> similarity=6363.00, yara_score=0.00, total=6363.00
MATCH: phishing_mails/539 -> similarity=1390.00, yara_score=0.00, total=1390.00
NO MATCH: phishing_mails/540 -> similarity=327.00, yara_score=0.00, total=327.00
NO MATCH: phishing_mails/541 -> similarity=521.00, yara_score=0.00, total=521.00
MATCH: phishing_mails/542 -> similarity=1307.00, yara_score=0.00, total=1307.00
MATCH: phishing_mails/543 -> similarity=723.00, yara_score=0.00, total=723.00
MATCH: phishing_mails/544 -> similarity=1077.00, yara_score=0.00, total=1077.00
NO MATCH: phishing_mails/545 -> similarity=590.00, yara_score=0.00, total=590.00
NO MATCH: phishing_mails/546 -> similarity=435.00, yara_score=0.00, total=435.00
MATCH: phishing_mails/547 -> similarity=803.00, yara_score=0.00, total=803.00
MATCH: phishing_mails/548 -> similarity=945.00, yara_score=0.00, total=945.00
MATCH: phishing_mails/549 -> similarity=734.00, yara_score=0.00, total=734.00
MATCH: phishing_mails/550 -> similarity=2890.00, yara_score=0.00, total=2890.00
NO MATCH: phishing_mails/551 -> similarity=558.00, yara_score=0.00, total=558.00
NO MATCH: phishing_mails/552 -> similarity=545.00, yara_score=0.00, total=545.00
MATCH: phishing_mails/553 -> similarity=3185.00, yara_score=0.00, total=3185.00
MATCH: phishing_mails/554 -> similarity=748.00, yara_score=0.00, total=748.00
MATCH: phishing_mails/555 -> similarity=2294.00, yara_score=0.00, total=2294.00
MATCH: phishing_mails/556 -> similarity=967.00, yara_score=0.00, total=967.00
NO MATCH: phishing_mails/557 -> similarity=534.00, yara_score=0.00, total=534.00
MATCH: phishing_mails/558 -> similarity=2802.00, yara_score=0.00, total=2802.00
MATCH: phishing_mails/559 -> similarity=2868.00, yara_score=0.00, total=2868.00
NO MATCH: phishing_mails/560 -> similarity=482.00, yara_score=0.00, total=482.00
MATCH: phishing_mails/561 -> similarity=2819.00, yara_score=0.00, total=2819.00
MATCH: phishing_mails/562 -> similarity=2839.00, yara_score=0.00, total=2839.00
MATCH: phishing_mails/563 -> similarity=2980.00, yara_score=0.00, total=2980.00
MATCH: phishing_mails/564 -> similarity=1018.00, yara_score=0.00, total=1018.00
MATCH: phishing_mails/565 -> similarity=4316.00, yara_score=0.00, total=4316.00
MATCH: phishing_mails/566 -> similarity=708.00, yara_score=0.00, total=708.00
NO MATCH: phishing_mails/567 -> similarity=662.00, yara_score=0.00, total=662.00
MATCH: phishing_mails/568 -> similarity=789.00, yara_score=0.00, total=789.00
NO MATCH: phishing_mails/569 -> similarity=649.00, yara_score=0.00, total=649.00
MATCH: phishing_mails/570 -> similarity=794.00, yara_score=0.00, total=794.00
NO MATCH: phishing_mails/571 -> similarity=540.00, yara_score=0.00, total=540.00
NO MATCH: phishing_mails/572 -> similarity=599.00, yara_score=0.00, total=599.00
MATCH: phishing_mails/573 -> similarity=1481.00, yara_score=0.00, total=1481.00
MATCH: phishing_mails/574 -> similarity=1942.00, yara_score=0.00, total=1942.00
MATCH: phishing_mails/575 -> similarity=1226.00, yara_score=0.00, total=1226.00
MATCH: phishing_mails/576 -> similarity=3978.00, yara_score=0.00, total=3978.00
MATCH: phishing_mails/577 -> similarity=713.00, yara_score=0.00, total=713.00
MATCH: phishing_mails/578 -> similarity=1502.00, yara_score=0.00, total=1502.00
NO MATCH: phishing_mails/579 -> similarity=493.00, yara_score=0.00, total=493.00
NO MATCH: phishing_mails/580 -> similarity=358.00, yara_score=0.00, total=358.00
MATCH: phishing_mails/581 -> similarity=812.00, yara_score=0.00, total=812.00
MATCH: phishing_mails/582 -> similarity=1071.00, yara_score=0.00, total=1071.00
MATCH: phishing_mails/583 -> similarity=2885.00, yara_score=0.00, total=2885.00
NO MATCH: phishing_mails/584 -> similarity=412.00, yara_score=0.00, total=412.00
MATCH: phishing_mails/585 -> similarity=707.00, yara_score=0.00, total=707.00
MATCH: phishing_mails/586 -> similarity=2088.00, yara_score=0.00, total=2088.00
MATCH: phishing_mails/587 -> similarity=757.00, yara_score=0.00, total=757.00
MATCH: phishing_mails/588 -> similarity=1695.00, yara_score=0.00, total=1695.00
MATCH: phishing_mails/589 -> similarity=1086.00, yara_score=0.00, total=1086.00
MATCH: phishing_mails/590 -> similarity=1243.00, yara_score=0.00, total=1243.00
MATCH: phishing_mails/591 -> similarity=3225.00, yara_score=0.00, total=3225.00
MATCH: phishing_mails/592 -> similarity=1176.00, yara_score=0.00, total=1176.00
MATCH: phishing_mails/593 -> similarity=8109.00, yara_score=0.00, total=8109.00
MATCH: phishing_mails/594 -> similarity=1001.00, yara_score=0.00, total=1001.00
MATCH: phishing_mails/595 -> similarity=2945.00, yara_score=0.00, total=2945.00
NO MATCH: phishing_mails/596 -> similarity=590.00, yara_score=0.00, total=590.00
NO MATCH: phishing_mails/597 -> similarity=577.00, yara_score=0.00, total=577.00
MATCH: phishing_mails/598 -> similarity=1256.00, yara_score=0.00, total=1256.00
MATCH: phishing_mails/599 -> similarity=898.00, yara_score=0.00, total=898.00
MATCH: phishing_mails/600 -> similarity=1735.00, yara_score=0.00, total=1735.00
MATCH: phishing_mails/601 -> similarity=2309.00, yara_score=0.00, total=2309.00
MATCH: phishing_mails/602 -> similarity=850.00, yara_score=0.00, total=850.00
MATCH: phishing_mails/603 -> similarity=968.00, yara_score=0.00, total=968.00
MATCH: phishing_mails/604 -> similarity=1517.00, yara_score=0.00, total=1517.00
MATCH: phishing_mails/605 -> similarity=1499.00, yara_score=0.00, total=1499.00
MATCH: phishing_mails/606 -> similarity=2227.00, yara_score=0.00, total=2227.00
MATCH: phishing_mails/607 -> similarity=1121.00, yara_score=0.00, total=1121.00
NO MATCH: phishing_mails/608 -> similarity=585.00, yara_score=0.00, total=585.00
MATCH: phishing_mails/609 -> similarity=1544.00, yara_score=0.00, total=1544.00
NO MATCH: phishing_mails/610 -> similarity=340.00, yara_score=0.00, total=340.00
MATCH: phishing_mails/611 -> similarity=1035.00, yara_score=0.00, total=1035.00
NO MATCH: phishing_mails/612 -> similarity=686.00, yara_score=0.00, total=686.00
NO MATCH: phishing_mails/613 -> similarity=698.00, yara_score=0.00, total=698.00
MATCH: phishing_mails/614 -> similarity=1566.00, yara_score=0.00, total=1566.00
NO MATCH: phishing_mails/615 -> similarity=537.00, yara_score=0.00, total=537.00
MATCH: phishing_mails/616 -> similarity=1761.00, yara_score=0.00, total=1761.00
MATCH: phishing_mails/617 -> similarity=2326.00, yara_score=0.00, total=2326.00
MATCH: phishing_mails/618 -> similarity=1083.00, yara_score=0.00, total=1083.00
MATCH: phishing_mails/619 -> similarity=1678.00, yara_score=0.00, total=1678.00
MATCH: phishing_mails/620 -> similarity=1596.00, yara_score=0.00, total=1596.00
MATCH: phishing_mails/621 -> similarity=1205.00, yara_score=0.00, total=1205.00
NO MATCH: phishing_mails/622 -> similarity=610.00, yara_score=0.00, total=610.00
NO MATCH: phishing_mails/623 -> similarity=546.00, yara_score=0.00, total=546.00
MATCH: phishing_mails/624 -> similarity=2288.00, yara_score=0.00, total=2288.00
NO MATCH: phishing_mails/625 -> similarity=669.00, yara_score=0.00, total=669.00
MATCH: phishing_mails/626 -> similarity=850.00, yara_score=0.00, total=850.00
NO MATCH: phishing_mails/627 -> similarity=623.00, yara_score=0.00, total=623.00
MATCH: phishing_mails/628 -> similarity=2874.00, yara_score=0.00, total=2874.00
NO MATCH: phishing_mails/629 -> similarity=656.00, yara_score=0.00, total=656.00
MATCH: phishing_mails/630 -> similarity=909.00, yara_score=0.00, total=909.00
MATCH: phishing_mails/631 -> similarity=1930.00, yara_score=0.00, total=1930.00
MATCH: phishing_mails/632 -> similarity=1982.00, yara_score=0.00, total=1982.00
NO MATCH: phishing_mails/633 -> similarity=653.00, yara_score=0.00, total=653.00
NO MATCH: phishing_mails/634 -> similarity=439.00, yara_score=0.00, total=439.00
MATCH: phishing_mails/635 -> similarity=1237.00, yara_score=0.00, total=1237.00
MATCH: phishing_mails/636 -> similarity=850.00, yara_score=0.00, total=850.00
MATCH: phishing_mails/637 -> similarity=2007.00, yara_score=0.00, total=2007.00
MATCH: phishing_mails/638 -> similarity=925.00, yara_score=0.00, total=925.00
MATCH: phishing_mails/639 -> similarity=1471.00, yara_score=0.00, total=1471.00
MATCH: phishing_mails/640 -> similarity=747.00, yara_score=0.00, total=747.00
MATCH: phishing_mails/641 -> similarity=1269.00, yara_score=0.00, total=1269.00
MATCH: phishing_mails/642 -> similarity=2079.00, yara_score=0.00, total=2079.00
MATCH: phishing_mails/643 -> similarity=712.00, yara_score=0.00, total=712.00
MATCH: phishing_mails/644 -> similarity=795.00, yara_score=0.00, total=795.00
MATCH: phishing_mails/645 -> similarity=2323.00, yara_score=0.00, total=2323.00
MATCH: phishing_mails/646 -> similarity=959.00, yara_score=0.00, total=959.00
MATCH: phishing_mails/647 -> similarity=979.00, yara_score=0.00, total=979.00
MATCH: phishing_mails/648 -> similarity=2106.00, yara_score=0.00, total=2106.00
MATCH: phishing_mails/649 -> similarity=1420.00, yara_score=0.00, total=1420.00
NO MATCH: phishing_mails/650 -> similarity=544.00, yara_score=0.00, total=544.00
MATCH: phishing_mails/651 -> similarity=2151.00, yara_score=0.00, total=2151.00
MATCH: phishing_mails/652 -> similarity=975.00, yara_score=0.00, total=975.00
NO MATCH: phishing_mails/653 -> similarity=443.00, yara_score=0.00, total=443.00
MATCH: phishing_mails/654 -> similarity=894.00, yara_score=0.00, total=894.00
MATCH: phishing_mails/655 -> similarity=1585.00, yara_score=0.00, total=1585.00
MATCH: phishing_mails/656 -> similarity=776.00, yara_score=0.00, total=776.00
MATCH: phishing_mails/657 -> similarity=909.00, yara_score=0.00, total=909.00
MATCH: phishing_mails/658 -> similarity=1159.00, yara_score=0.00, total=1159.00
NO MATCH: phishing_mails/659 -> similarity=654.00, yara_score=0.00, total=654.00
MATCH: phishing_mails/660 -> similarity=2840.00, yara_score=0.00, total=2840.00
NO MATCH: phishing_mails/661 -> similarity=587.00, yara_score=0.00, total=587.00
MATCH: phishing_mails/662 -> similarity=5709.00, yara_score=0.00, total=5709.00
MATCH: phishing_mails/663 -> similarity=901.00, yara_score=0.00, total=901.00
MATCH: phishing_mails/664 -> similarity=716.00, yara_score=0.00, total=716.00
MATCH: phishing_mails/665 -> similarity=1907.00, yara_score=0.00, total=1907.00
MATCH: phishing_mails/666 -> similarity=2378.00, yara_score=0.00, total=2378.00
MATCH: phishing_mails/667 -> similarity=837.00, yara_score=0.00, total=837.00
NO MATCH: phishing_mails/668 -> similarity=540.00, yara_score=0.00, total=540.00
MATCH: phishing_mails/669 -> similarity=777.00, yara_score=0.00, total=777.00
NO MATCH: phishing_mails/670 -> similarity=569.00, yara_score=0.00, total=569.00
NO MATCH: phishing_mails/671 -> similarity=695.00, yara_score=0.00, total=695.00
NO MATCH: phishing_mails/672 -> similarity=638.00, yara_score=0.00, total=638.00
MATCH: phishing_mails/673 -> similarity=1103.00, yara_score=0.00, total=1103.00
MATCH: phishing_mails/674 -> similarity=810.00, yara_score=0.00, total=810.00
MATCH: phishing_mails/675 -> similarity=2333.00, yara_score=0.00, total=2333.00
MATCH: phishing_mails/676 -> similarity=1046.00, yara_score=0.00, total=1046.00
NO MATCH: phishing_mails/677 -> similarity=385.00, yara_score=0.00, total=385.00
MATCH: phishing_mails/678 -> similarity=1352.00, yara_score=0.00, total=1352.00
MATCH: phishing_mails/679 -> similarity=732.00, yara_score=0.00, total=732.00
NO MATCH: phishing_mails/680 -> similarity=590.00, yara_score=0.00, total=590.00
NO MATCH: phishing_mails/681 -> similarity=416.00, yara_score=0.00, total=416.00
MATCH: phishing_mails/682 -> similarity=1040.00, yara_score=0.00, total=1040.00
MATCH: phishing_mails/683 -> similarity=885.00, yara_score=0.00, total=885.00
MATCH: phishing_mails/684 -> similarity=1298.00, yara_score=0.00, total=1298.00
MATCH: phishing_mails/685 -> similarity=768.00, yara_score=0.00, total=768.00
MATCH: phishing_mails/686 -> similarity=744.00, yara_score=0.00, total=744.00
